Exercício: 2020
Escopo: Estados/DF
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.6.03.0.0 - Contribuição para Fundos de Assistência Médica - Servidores Civis";366944415,07
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.6.03.1.0 - Contribuição para Fundos de Assistência Médica - Servidores Civis";366944415,07
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e Municípios";1223833764,92
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN";937235090,21
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.01.1.0 - CPSSS do Servidor Civil Ativo";755072340,09
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.01.2.0 - CPSSS do Servidor Civil Inativo";129822741,69
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.01.3.0 - CPSSS do Servidor Civil - Pensionistas";52340008,43
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.05.0.0 - Contribuição dos Militares e Pensionistas para Previdência Militar de Estados e DF";286598674,71
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.05.1.0 - Contribuição do Militar Ativo";124305872,78
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.05.2.0 - Contribuição do Militar Inativo";126376976,61
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.2.1.8.05.3.0 - Contribuição dos Pensionistas Militares";35915825,32
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.0.0.00.0.0 - Receita Patrimonial";216337934,04
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.1.0.00.0.0 - Exploração do Patrimônio Imobiliário do Estado";7176855,79
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";3792674,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.1.0.01.1.0 - Aluguéis e Arrendamentos";3792674,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.1.0.02.0.0 - Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos";3165218,05
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.1.0.99.0.0 - Outras Receitas Imobiliárias";218963,34
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.0.00.0.0 - Valores Mobiliários";176740150,04
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.0.0 - Juros e Correções Monetárias";136793569,71
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários";68097130,52
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.2.0 - Remuneração de Depósitos Especiais";60626,07
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.4.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS";2105883,63
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.5.0 - Juros de Títulos de Renda";76334,29
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.1.00.6.0 - Juros sobre o Capital Próprio";66453595,2
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.2.2.00.0.0 - Dividendos";39946580,33
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.6.0.00.0.0 - Cessão de Direitos";31192723,83
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.3.9.0.00.0.0 - Demais Receitas Patrimoniais";1228204,38
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.4.0.0.00.0.0 - Receita Agropecuária";843116,46
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.5.0.0.00.0.0 - Receita Industrial";261674,68
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.0.0.00.0.0 - Receita de Serviços";121559183,55
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais";118841131,87
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.1.0.01.0.0 - Serviços Administrativos e Comerciais Gerais";82351965,25
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos";3436161,5
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.1.0.03.0.0 - Serviços de Registro, Certificação e Fiscalização";31617371,44
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.1.0.04.0.0 - Serviços de Informação e Tecnologia";1435633,68
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.2.0.00.0.0 - Serviços e Atividades Referentes à Navegação e ao Transporte";1671693,56
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.2.0.02.0.0 - Serviços de Transporte";1671693,56
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde";684101,11
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.3.8.00.0.0 - Serviços e Atividades Referentes à Saúde - Específico para Estados/DF/Municípios";684101,11
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.3.8.01.0.0 - Serviços de Saúde - Específico para Estados/DF/Municípios";684101,11
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.3.8.01.1.0 - Serviços Hospitalares";650957,46
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.3.8.01.9.0 - Outros Serviços de Saúde";33143,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.4.0.00.0.0 - Serviços e Atividades Financeiras";57277,25
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.4.0.01.0.0 - Retorno de Operações, Juros e Encargos Financeiros";57277,25
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.9.0.00.0.0 - Outros Serviços";304979,76
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.6.9.0.99.0.0 - Outros Serviços";304979,76
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.0.0.00.0.0 - Transferências Correntes";13151131220,57
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.0.00.0.0 - Transferências da União e de suas Entidades";11116808060,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";11116808060,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.01.0.0 Participação na Receita da União";6474467671,12
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.01.1.0 Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal";6395842838,55
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.01.6.0 Cota-Parte do Imposto Sobre Produtos Industrializados ¿ Estados Exportadores de Produtos Industrializados";54329690,43
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.01.7.0 Cota-Parte da Contribuição de Intervenção no Domínio Econômico";24295142,14
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.02.0.0 Transferência da Compensação Financeira pela Exploração de Recursos Naturais";32415376,09
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.02.1.0 Cota-parte da Compensação Financeira de Recursos Hídricos";5420835,03
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.02.2.0 Cota-parte da Compensação Financeira de Recursos Minerais - CFEM";1076404,71
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.02.6.0 Cota-Parte do Fundo Especial do Petróleo ¿ FEP";25918136,35
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.0.0 Transferência de Recursos do Sistema Único de Saúde ¿ 
 SUS ¿ Bloco Custeio das Ações e Serviços Públicos de Saúde";2204437959,95
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.1.0 - Transferência de Recursos do SUS ¿ Atenção Básica";13965137,53
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar";1570692477,49
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.3.0 - Transferência de Recursos do SUS ¿ Vigilância em Saúde";28554938,79
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.4.0 - Transferência de Recursos do SUS ¿ Assistência Farmacêutica";7123866,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.5.0 - Transferência de Recursos do SUS ¿ Gestão do SUS";598658,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.03.9.0 - Transferência de Recursos do SUS ¿ Outros Programas Financiados por Transferências Fundo a Fundo";583502881,5
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.05.0.0 Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";156744009,37
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.05.1.0 Transferências do Salário-Educação";76309624,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.05.3.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar ¿ PNAE";78037744,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.05.4.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar ¿ PNATE";2396640,32
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.09.0.0 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB";196761072,13
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.10.0.0 Transferências de Convênios da União e de Suas Entidades";49027649,45
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.10.2.0 Transferências de Convênios da União Destinadas a Programas de Educação";10048418,12
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.10.4.0 Transferências de Convênios da União Destinadas a Programas de Combate à Fome";14153887,35
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.10.9.0 Outras Transferências de Convênios da União";24825343,98
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.11.0.0 Outras Transferências de Recursos Fundo a Fundo";5170017,88
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.1.8.99.0.0 Outras Transferências da União";1997784304,01
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.3.0.00.0.0 - Transferências dos Municípios e de suas Entidades";612000,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.3.8.00.0.0 Transferências dos Municípios -Específicas de Estados, DF e Municípios";612000,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.3.8.10.0.0 Transferência de Convênios dos Municípios e de Suas Entidades";612000,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.3.8.10.9.0 Outras Transferências de Convênios dos Municípios";612000,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.4.0.00.0.0 - Transferências de Instituições Privadas";40785814,89
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.4.8.00.0.0 Transferências de Instituições Privadas - Específicas de Estados, DF e Municípios";40785814,89
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.4.8.01.0.0 - Transferência de Convênios de Instituições Privadas para EST/DF/MUN";71900,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.4.8.10.0.0 - Outras Transferência de Instituições Privadas para EST/DF/MUN - Não Especificadas Anteriormente";40713914,89
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.5.0.00.0.0 - Transferências de Outras Instituições Públicas";1992925345,68
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.5.8.00.0.0 Transferências de Outras Instituições Públicas - Específicas de Estados, DF e Municípios";1992925345,68
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.7.5.8.01.0.0 Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB";1992925345,68
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.0.0.00.0.0 - Outras Receitas Correntes";805612269,29
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.00.0.0 - Multas Administrativas, Contratuais e Judiciais";137635312,32
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.01.0.0 - Multas Previstas em Legislação Específica";132303199,86
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.04.0.0 - Multas Previstas na Legislação sobre Defesa dos Direitos Difusos";2357667,01
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.06.0.0 - Multas por Danos Ambientais";552291,61
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.06.1.0 - Multas Administrativas por Danos Ambientais";552291,61
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.07.0.0 - Multas Aplicadas pelos Tribunais de Contas";1796039,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.1.0.09.0.0 - Multas e Juros Previstos em Contratos";626114,6
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.0.00.0.0 - Indenizações, Restituições e Ressarcimentos";81801815,59
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.1.00.0.0 - Indenizações";20535873,83
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.1.01.0.0 - Indenizações por Danos Causados ao Patrimônio Público";34714,87
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.1.03.0.0 - Indenização por Sinistro";48930,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.1.99.0.0 - Outras Indenizações";20452228,96
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.2.00.0.0 - Restituições";26625241,74
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.2.01.0.0 - Restituição de Convênios";443196,43
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.2.02.0.0 - Restituição de Benefícios Não Desembolsados";5999494,43
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.2.06.0.0 - Restituição de Despesas de Exercícios Anteriores";20182550,88
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.8.00.0.0 - Indenizações, Restituições e Ressarcimentos - Específicas para Estados/DF/Municípios";34640700,02
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.8.01.0.0 - Indenizações- Específicas para Estados/DF/Municípios";178866,09
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.8.02.0.0 - Restituições - Específicas para Estados/DF/Municípios";13468403,99
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.8.02.1.0 - Restituições de Recursos Recebidos do SUS - Específicas para Estados/DF/Municípios";13468403,99
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.2.8.03.0.0 - Ressarcimentos - Específicas para Estados/DF/Municípios";20993429,94
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.3.0.00.0.0 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";1410559,97
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.3.0.02.0.0 - Alienação de Bens Apreendidos";1381216,94
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.3.0.02.1.0 - Alienação de Bens e Mercadorias Apreendidos";1381216,94
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.3.0.03.0.0 - Depósitos Abandonados (Dinheiro e/ou Objetos de Valor)";29343,03
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.00.0.0 - Demais Receitas Correntes";584764581,41
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.03.0.0 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores";16288520,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência";197914,75
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.12.2.0 - Ônus de Sucumbência";197914,75
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.99.0.0 - Outras Receitas";568278146,42
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.99.1.0 - Outras Receitas - Primárias";503030363,31
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"1.9.9.0.99.2.0 - Outras Receitas - Financeiras";65247783,11
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.0.0.0.00.0.0 - Receitas de Capital";568546817,19
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.1.0.0.00.0.0 - Operações de Crédito";204681416,88
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.1.1.0.00.0.0 - Operações de Crédito - Mercado Interno";121932609,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.1.1.2.00.0.0 Operações de Crédito Contratuais - Mercado Interno";121932609,4
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.1.2.0.00.0.0 - Operações de Crédito - Mercado Externo";82748807,48
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.1.2.2.00.0.0 Operações de Crédito Contratuais - Mercado Externo";82748807,48
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.3.0.0.00.0.0 - Amortização de Empréstimos";428339,51
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.3.0.0.06.0.0 - Amortização de Empréstimos Contratuais";428339,51
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.0.0.00.0.0 - Transferências de Capital";271420462,39
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.0.00.0.0 - Transferências da União e de suas Entidades";271027439,58
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";271027439,58
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.04.0.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde";44128386,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.04.2.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Atenção Especializada";27880673,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.04.3.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Vigilância em Saúde";25025,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.04.6.0 - Outras Transferências de Recursos do Sistema Único de Saúde ¿ SUS, não detalhadas anteriormente";16222688,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.10.0.0 Transferência de Convênios da União e de suas Entidades";226403199,76
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.10.1.0 - Transferências de Convênio da União para o Sistema Único de Saúde ¿ SUS";7008045,3
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.10.2.0 - Transferências de Convênio da União destinadas a Programas de Educação";12621755,34
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.10.9.0 - Outras Transferências de Convênios da União";206773399,12
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.1.8.99.0.0 Outras Transferências da União";495853,82
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades";2612,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.2.8.00.0.0 Transferências dos Estados, Distrito Federal, e de suas Entidades";2612,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.2.8.10.0.0 Transferências de Convênios dos Estados e do Distrito Federal e de suas Entidades";2612,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.2.8.10.9.0 - Outras Transferências de Convênio dos Estados";2612,65
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.4.0.00.0.0 - Transferências de Instituições Privadas";295710,16
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.4.8.00.0.0 Transferências de Instituições Privadas - Específicas de Estados, DF e Municípios";295710,16
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.4.8.01.0.0 - Transferências de Convênios de Instituições Privadas";77412,5
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.4.8.10.0.0 - Outras Transferências de Instituições Privadas";218297,66
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.7.0.00.0.0 - Transferências de Pessoas Físicas";94700,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.7.8.00.0.0 Transferências de Pessoas Físicas - Específicas de Estados, DF e Municípios";94700,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.7.8.01.0.0 - Transferências de Pessoas Físicas";94700,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.4.7.8.01.9.0 - Outras Transferências de Pessoas Físicas Não Especificadas Anteriormente";94700,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.9.0.0.00.0.0 - Outras Receitas de Capital";92016598,41
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.9.9.0.00.0.0 - Demais Receitas de Capital";92016598,41
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"2.9.9.0.00.1.0 Demais Receitas de Capital";92016598,41
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";5678985264,26
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.0.0.0.00.0.0 - Receitas Correntes";5672390303,98
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";10307,59
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.0.0.00.0.0 - Contribuições";5097662236,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.0.00.0.0 - Contribuições Sociais";5097662236,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.8.00.0.0 Contribuições Sociais Específicas de Estados, DF e 
 Municípios";1861610338,24
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.8.03.0.0 - CPSSS Patronal - Servidor Civil - Específico de EST/DF/MUN";1496233813,69
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.8.03.1.0 - CPSSS Patronal - Servidor Civil Ativo";1496233813,69
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.8.07.0.0 - Contribuição Patronal para Previdência Militar de Estados e DF";365376524,55
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.8.07.1.0 - Contribuição Patronal - Militar Ativo";365376524,55
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.2.1.9.00.0.0 - Outras Contribuições Sociais";3236051898,00
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.6.0.0.00.0.0 - Receita de Serviços";574716224,61
Governo do Estado de Pernambuco;26;PE;9557071;"Receitas Brutas Realizadas";"7.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais";216046,5
